RecordNo,endtime,qweek,gender,age,state,household_size,household_children,employment_status,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
952,2020-04-03 09:50:54,week 1,Female,59,Pennsylvania,1,0,Full time employment,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes, ,Always,Always,Always,Always,Frequently,Always,Not at all,Not at all,Sometimes,Frequently,12,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1.07253272077
953,2020-04-03 09:51:05,week 1,Male,49,Maryland,4,0,Unemployed,3,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Sometimes,Not at all,Sometimes,Always,Always,Always,Always, , ,Sometimes,Sometimes,Sometimes,Always,Always,Not at all,Always,Sometimes,Not at all,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1.06096190924
954,2020-04-03 09:56:55,week 1,Female,19,Maine,3,0,Full time student,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Not at all,Always,Always,Sometimes,Not at all,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.761978365739
955,2020-04-03 09:59:31,week 1,Male,31,Washington,4,0,Part time employment,3,0,1,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Not at all,Always,Always,Always,Always,Always, ,Always,Sometimes,Sometimes,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,9,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.995126946104
956,2020-04-03 10:01:40,week 1,Female,45,Pennsylvania,3,0,Not working,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.838612452771
957,2020-04-03 10:02:12,week 1,Female,49,Arkansas,3,3,Not working,2,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Frequently,Always, ,Not at all,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,.899537734157
958,2020-04-03 10:04:21,week 1,Male,54,Arizona,2,0,Unemployed,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always, , ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.02532657822
959,2020-04-03 10:05:52,week 1,Female,30,Texas,4,2,Full time student,3,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Very willing,Not at all,Frequently,Sometimes,Always,Always,Sometimes,Sometimes,Frequently, ,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Not at all,Not at all,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.858805076519
960,2020-04-03 10:07:00,week 1,Female,43,West Virginia,5,5 or more,Unemployed,3,1,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Frequently,Sometimes,Always,Rarely, ,Always,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Rarely,Rarely,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.858805076519
961,2020-04-03 10:08:03,week 1,Male,44,Texas,5,2,Not working,5,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Always,Always,Sometimes,Frequently,Sometimes,Rarely,Sometimes, ,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,11, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,.94217888784
962,2020-04-03 10:08:35,week 1,Female,51,Kentucky,3,0,Not working,2,3,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,18, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,.899537734157
963,2020-04-03 10:11:04,week 1,Female,43,Pennsylvania,2,0,Full time employment,2,2,2,"No, I have not","No, they have not",Yes,No,Yes,No,No,No,Not sure,Frequently,No,No,No,Somewhat difficult,Very willing,Rarely,Always,Always,Always,Always,Sometimes,Always,Always,Not at all, ,Always,Frequently,Frequently,Always,Frequently,Sometimes,Not at all,Not at all,Always,Frequently,30,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.800638599499
964,2020-04-03 10:11:40,week 1,Male,24,New York,Don't know,Prefer not to say,Other,2,2,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Sometimes,Always,Always,Sometimes,Always,Always,Not at all,Always, , ,Always,Sometimes,Not at all,Not at all,Always,Frequently,Frequently,Not at all,Not at all,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.746905917004
965,2020-04-03 10:12:03,week 1,Male,39,New York,5,3,Full time employment,4,2,2,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Rarely,Rarely,Always,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.87836554052
966,2020-04-03 10:14:47,week 1,Male,53,Texas,1,0,Not working,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.01453658693
967,2020-04-03 10:15:47,week 1,Male,21,Texas,3,0,Full time student,2,5,2,"No, I have not", , , , , , , , , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Sometimes,Rarely,Not at all,Always,Sometimes,Frequently,Frequently, , ,Sometimes,Rarely,Rarely,Sometimes,Frequently,Frequently,Not at all,Frequently,Sometimes,Sometimes,2, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.17936154251
968,2020-04-03 10:15:51,week 1,Male,67,Pennsylvania,2,0,Retired,2,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always, , ,Rarely,Frequently,Frequently,Frequently,Always,Not at all,Not at all,Always,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,.96925462119
969,2020-04-03 10:19:21,week 1,Male,28,Washington,1,0,Other,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.07454895522
970,2020-04-03 10:20:22,week 1,Male,74,Alabama,2,0,Full time employment,1,300,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Always,Always,Not at all, ,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Always,Not at all,Not at all,Not at all,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1.03967106962
971,2020-04-03 10:21:12,week 1,Female,26,Mississippi,3,0,Unemployed,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Frequently,Always,Always,Frequently,Always, , ,Always,Sometimes,Always,Always,Always,Always,Not at all,Rarely,Frequently,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.847118098512
972,2020-04-03 10:22:00,week 1,Female,42,Pennsylvania,2,0,Full time employment,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Frequently,Always,Always,Sometimes,Not at all,Not at all,Not at all, ,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Always,Not at all,Frequently,Not at all,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Financial,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,.988847502278
973,2020-04-03 10:28:05,week 1,Male,63,Texas,2,0,Retired,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Frequently,Always,Always,Frequently,Not at all,Not at all, , ,Rarely,Not at all,Not at all,Not at all,Always,Rarely,Always,Always,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.875202337279
974,2020-04-03 10:28:47,week 1,Female,30,Texas,4,2,Part time employment,3,150,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Always,Sometimes,Frequently,Always,Always,Not at all,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Not at all,Not at all,Always,Frequently,75,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.869585188949
975,2020-04-03 10:29:21,week 1,Male,18,New Jersey,7,4,Full time student,7,0,0,"Yes, and I tested positive","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Sometimes,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.09948392192
976,2020-04-03 10:34:23,week 1,Female,52,North Carolina,4,4,Unemployed,4,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,30, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.957753168189
977,2020-04-03 10:36:57,week 1,Male,55,Pennsylvania,2,0,Full time employment,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Frequently,Rarely,Always,Not at all,Not at all,Always,Frequently,Not at all, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.989103441931
978,2020-04-03 10:37:08,week 1,Female,28,New York,4,2,Full time employment,4,0,0,"No, I have not","Yes, and they tested negative",No,Yes,No,No,No,No,No,Always,No,No,No,Somewhat easy,Very willing,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,11,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.787776870893
979,2020-04-03 10:37:38,week 1,Male,60,Maine,1,0,Retired,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very unwilling,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Always,Always,Sometimes,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,.989103441931
980,2020-04-03 10:39:00,week 1,Female,33,New York,4,3,Unemployed,3,3,2,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,Always,No,No,Yes,Very easy,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Rarely,Not at all,Sometimes, ,Always,Always,Not at all,Always,Always,Always,Not at all,Not at all,Always,Always,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.67021983993
981,2020-04-03 11:00:27,week 1,Male,61,California,1,0,Retired,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.02532657822
982,2020-04-03 11:01:25,week 1,Female,35,California,7,5 or more,Full time employment,7,7,5,"Yes, and I tested positive","Yes, and they tested negative",Yes,Yes,Yes,Yes,Yes,No,Yes,Always,Yes,Yes,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Always,Frequently,Sometimes,Always,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Always,Always,Always,Frequently,Always,Always,5,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.31335840484
983,2020-04-03 11:08:17,week 1,Female,29,Colorado,4,1,Not working,3,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Always,Frequently,Frequently,Always,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.894723982081
984,2020-04-03 17:07:17,week 1,Male,41,North Carolina,5,3,Full time employment,4,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1.08022772423
985,2020-04-03 11:15:06,week 1,Male,64,Maryland,4,1,Retired,3,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always, ,Always,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00332856177
986,2020-04-03 11:16:12,week 1,Male,59,Texas,2,0,Full time employment,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Frequently,Always,Not at all,Always, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.885838749241
987,2020-04-03 11:17:17,week 1,Female,44,New York,1,0,Full time employment,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.988847502278
988,2020-04-03 11:22:59,week 1,Female,72,Florida,2,0,Retired,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,1.00027151501
989,2020-04-03 11:23:22,week 1,Male,75,New Hampshire,2,0,Retired,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very unwilling,Rarely,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,24, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.96925462119
990,2020-04-03 11:23:54,week 1,Female,56,Michigan,2,2,Retired,1,0,0,"No, I have not",Not sure,No,No,No,Yes,Yes,No,Not sure,Always,Yes,Not sure,Yes,Very difficult,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Frequently,Sometimes,20, , , , , , , , , , , , , ,__NA__,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,1.12264612109
991,2020-04-03 11:24:47,week 1,Female,63,Virginia,6,5 or more,Full time employment,3,4,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Frequently,Rarely,Always,Sometimes,Not at all,Always,Always,Not at all,Always,Sometimes,Sometimes,Sometimes,Always,Rarely,Rarely,Not at all,Not at all,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Hospitality,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.899537734157
992,2020-04-03 11:26:29,week 1,Male,57,Alabama,8 or more,4,Full time employment,7,0,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,Not sure,Always,No,No,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.01453658693
993,2020-04-03 11:26:41,week 1,Male,69,Tennessee,1,0,Retired,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Always,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.08606691218
994,2020-04-03 11:27:26,week 1,Male,55,New Jersey,3,1,Full time employment,2,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Frequently,Always,Always,Always,Frequently,Sometimes,Rarely,Frequently,Not at all,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Always,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,maintenance,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.815925281249
995,2020-04-03 11:27:54,week 1,Female,40,Michigan,3,3,Full time employment,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Always,Always,100,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Property Management,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.848567481363
996,2020-04-03 11:30:18,week 1,Male,63,Florida,2,0,Retired,1,4,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.06096190924
